"business_id","date","ViolationTypeID","risk_category","description"
58,"20160407",103147,"Low Risk","Inadequate ventilation or lighting"
58,"20160407",103109,"High Risk","Unclean or unsanitary food contact surfaces"
58,"20160407",103105,"High Risk","Improper cooling methods"
58,"20160407",103103,"High Risk","High risk food holding temperature "
58,"20170918",103103,"High Risk","High risk food holding temperature "
58,"20170918",103150,"Low Risk","Improper or defective plumbing"
58,"20170918",103139,"Low Risk","Improper food storage"
58,"20170918",103129,"Moderate Risk","Insufficient hot water or running water"
58,"20170918",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
58,"20170918",103105,"High Risk","Improper cooling methods"
58,"20170918",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
61,"20160708",103139,"Low Risk","Improper food storage"
61,"20160708",103142,"Low Risk","Unclean nonfood contact surfaces"
61,"20160708",103150,"Low Risk","Improper or defective plumbing"
61,"20170124",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
61,"20150827",103133,"Moderate Risk","Foods not protected from contamination"
61,"20150827",103142,"Low Risk","Unclean nonfood contact surfaces"
61,"20150827",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
66,"20160322",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
66,"20141119",103143,"Low Risk","Inadequate warewashing facilities or equipment"
66,"20170703",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
66,"20170703",103143,"Low Risk","Inadequate warewashing facilities or equipment"
67,"20160401",103109,"High Risk","Unclean or unsanitary food contact surfaces"
67,"20160401",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
67,"20160401",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
67,"20160401",103161,"Low Risk","Low risk vermin infestation"
67,"20161019",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
67,"20161019",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
67,"20150520",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
67,"20150520",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
67,"20150520",103145,"Low Risk","Improper storage of equipment utensils or linens"
67,"20170804",103114,"High Risk","High risk vermin infestation"
67,"20170804",103147,"Low Risk","Inadequate ventilation or lighting"
67,"20170804",103120,"Moderate Risk","Moderate risk food holding temperature "
67,"20170804",103142,"Low Risk","Unclean nonfood contact surfaces"
67,"20170804",103139,"Low Risk","Improper food storage"
67,"20170804",103150,"Low Risk","Improper or defective plumbing"
73,"20160927",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
73,"20160927",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
73,"20160927",103131,"Moderate Risk","Moderate risk vermin infestation"
73,"20150717",103161,"Low Risk","Low risk vermin infestation"
73,"20150717",103103,"High Risk","High risk food holding temperature "
73,"20150717",103138,"Low Risk","Improper storage use or identification of toxic substances"
73,"20150717",103139,"Low Risk","Improper food storage"
73,"20150717",103145,"Low Risk","Improper storage of equipment utensils or linens"
76,"20161005",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
77,"20160311",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
77,"20160311",103103,"High Risk","High risk food holding temperature "
77,"20161005",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
77,"20161005",103139,"Low Risk","Improper food storage"
77,"20141124",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
77,"20141124",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
80,"20160412",103139,"Low Risk","Improper food storage"
81,"20150330",103120,"Moderate Risk","Moderate risk food holding temperature "
88,"20170111",103142,"Low Risk","Unclean nonfood contact surfaces"
88,"20170111",103139,"Low Risk","Improper food storage"
88,"20170111",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
88,"20150824",103156,"Low Risk","Permit license or inspection report not posted"
88,"20150824",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
88,"20150824",103103,"High Risk","High risk food holding temperature "
95,"20171016",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
95,"20171016",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
95,"20171016",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
95,"20171016",103114,"High Risk","High risk vermin infestation"
95,"20160718",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
95,"20160718",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
95,"20160718",103142,"Low Risk","Unclean nonfood contact surfaces"
95,"20160718",103131,"Moderate Risk","Moderate risk vermin infestation"
95,"20160718",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
95,"20170307",103143,"Low Risk","Inadequate warewashing facilities or equipment"
95,"20170307",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
95,"20170307",103142,"Low Risk","Unclean nonfood contact surfaces"
95,"20170307",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
95,"20151210",103131,"Moderate Risk","Moderate risk vermin infestation"
95,"20151210",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
95,"20151210",103142,"Low Risk","Unclean nonfood contact surfaces"
95,"20151210",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
98,"20171003",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
98,"20171003",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
98,"20160316",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
98,"20150629",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
98,"20150629",103131,"Moderate Risk","Moderate risk vermin infestation"
99,"20150811",103139,"Low Risk","Improper food storage"
99,"20150811",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
99,"20150811",103145,"Low Risk","Improper storage of equipment utensils or linens"
99,"20150811",103132,"Moderate Risk","Improper thawing methods "
99,"20150811",103133,"Moderate Risk","Foods not protected from contamination"
99,"20150811",103131,"Moderate Risk","Moderate risk vermin infestation"
99,"20150811",103147,"Low Risk","Inadequate ventilation or lighting"
99,"20150811",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
101,"20160525",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
101,"20170627",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
101,"20170627",103129,"Moderate Risk","Insufficient hot water or running water"
101,"20170627",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
102,"20161103",103142,"Low Risk","Unclean nonfood contact surfaces"
102,"20161103",103109,"High Risk","Unclean or unsanitary food contact surfaces"
102,"20161103",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
102,"20161103",103157,"Low Risk","Food safety certificate or food handler card not available"
102,"20170728",103120,"Moderate Risk","Moderate risk food holding temperature "
102,"20170728",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
108,"20170106",103157,"Low Risk","Food safety certificate or food handler card not available"
108,"20170106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
108,"20150417",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
108,"20150417",103133,"Moderate Risk","Foods not protected from contamination"
116,"20160527",103105,"High Risk","Improper cooling methods"
116,"20160527",103118,"Moderate Risk","Employee eating or smoking"
116,"20160527",103150,"Low Risk","Improper or defective plumbing"
116,"20160527",103157,"Low Risk","Food safety certificate or food handler card not available"
116,"20160527",103109,"High Risk","Unclean or unsanitary food contact surfaces"
116,"20160527",103156,"Low Risk","Permit license or inspection report not posted"
116,"20170509",103120,"Moderate Risk","Moderate risk food holding temperature "
121,"20170418",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
121,"20170418",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
121,"20170418",103150,"Low Risk","Improper or defective plumbing"
121,"20151020",103131,"Moderate Risk","Moderate risk vermin infestation"
121,"20151020",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
121,"20151020",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
121,"20151020",103138,"Low Risk","Improper storage use or identification of toxic substances"
125,"20160520",103161,"Low Risk","Low risk vermin infestation"
125,"20160520",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
125,"20160520",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
125,"20170719",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
125,"20170719",103150,"Low Risk","Improper or defective plumbing"
125,"20170719",103161,"Low Risk","Low risk vermin infestation"
125,"20170719",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
126,"20170213",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
126,"20170213",103139,"Low Risk","Improper food storage"
126,"20170213",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
126,"20170213",103133,"Moderate Risk","Foods not protected from contamination"
126,"20170213",103109,"High Risk","Unclean or unsanitary food contact surfaces"
126,"20170213",103103,"High Risk","High risk food holding temperature "
126,"20141028",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
126,"20141028",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
126,"20141028",103133,"Moderate Risk","Foods not protected from contamination"
126,"20141028",103131,"Moderate Risk","Moderate risk vermin infestation"
126,"20141028",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
126,"20141028",103103,"High Risk","High risk food holding temperature "
126,"20141028",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
126,"20151201",103131,"Moderate Risk","Moderate risk vermin infestation"
126,"20151201",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
126,"20151201",103133,"Moderate Risk","Foods not protected from contamination"
126,"20151201",103139,"Low Risk","Improper food storage"
126,"20151201",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
126,"20151201",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
126,"20151201",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
134,"20170214",103112,"High Risk","No hot water or running water"
134,"20150806",103145,"Low Risk","Improper storage of equipment utensils or linens"
140,"20171011",103129,"Moderate Risk","Insufficient hot water or running water"
140,"20171011",103109,"High Risk","Unclean or unsanitary food contact surfaces"
140,"20171011",103143,"Low Risk","Inadequate warewashing facilities or equipment"
140,"20171011",103139,"Low Risk","Improper food storage"
140,"20171011",103131,"Moderate Risk","Moderate risk vermin infestation"
140,"20171011",103120,"Moderate Risk","Moderate risk food holding temperature "
140,"20160414",103103,"High Risk","High risk food holding temperature "
140,"20160414",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
140,"20160414",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
140,"20160414",103156,"Low Risk","Permit license or inspection report not posted"
146,"20160407",103161,"Low Risk","Low risk vermin infestation"
146,"20160407",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
146,"20160407",103133,"Moderate Risk","Foods not protected from contamination"
146,"20160407",103120,"Moderate Risk","Moderate risk food holding temperature "
146,"20160407",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
146,"20161017",103120,"Moderate Risk","Moderate risk food holding temperature "
146,"20161017",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
146,"20161017",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
146,"20161017",103139,"Low Risk","Improper food storage"
146,"20161017",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
146,"20150723",103103,"High Risk","High risk food holding temperature "
146,"20150723",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
151,"20160726",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
151,"20160726",103129,"Moderate Risk","Insufficient hot water or running water"
151,"20150520",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
151,"20150520",103138,"Low Risk","Improper storage use or identification of toxic substances"
151,"20150520",103103,"High Risk","High risk food holding temperature "
155,"20151229",103114,"High Risk","High risk vermin infestation"
155,"20170227",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
155,"20170227",103114,"High Risk","High risk vermin infestation"
155,"20170227",103120,"Moderate Risk","Moderate risk food holding temperature "
155,"20170227",103133,"Moderate Risk","Foods not protected from contamination"
155,"20170227",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
155,"20150610",103157,"Low Risk","Food safety certificate or food handler card not available"
155,"20150610",103114,"High Risk","High risk vermin infestation"
155,"20150610",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
164,"20161110",103117,"Moderate Risk","Discharge from employee nose mouth or eye"
164,"20161110",103103,"High Risk","High risk food holding temperature "
164,"20161110",103156,"Low Risk","Permit license or inspection report not posted"
164,"20151106",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
164,"20151106",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
164,"20170908",103102,"High Risk","Unclean hands or improper use of gloves"
164,"20170908",103120,"Moderate Risk","Moderate risk food holding temperature "
164,"20170908",103143,"Low Risk","Inadequate warewashing facilities or equipment"
164,"20170908",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
180,"20160106",103120,"Moderate Risk","Moderate risk food holding temperature "
180,"20160106",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
180,"20160106",103157,"Low Risk","Food safety certificate or food handler card not available"
180,"20160106",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
180,"20160617",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
180,"20161220",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
180,"20161220",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
180,"20141104",103114,"High Risk","High risk vermin infestation"
180,"20141104",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
180,"20170815",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
180,"20170815",103114,"High Risk","High risk vermin infestation"
180,"20170815",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
184,"20161003",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
187,"20160511",103120,"Moderate Risk","Moderate risk food holding temperature "
187,"20160511",103107,"High Risk","Improper reheating of food"
187,"20170210",103120,"Moderate Risk","Moderate risk food holding temperature "
187,"20170210",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
190,"20150327",103120,"Moderate Risk","Moderate risk food holding temperature "
190,"20150327",103150,"Low Risk","Improper or defective plumbing"
190,"20150327",103156,"Low Risk","Permit license or inspection report not posted"
192,"20160628",103139,"Low Risk","Improper food storage"
192,"20160628",103131,"Moderate Risk","Moderate risk vermin infestation"
192,"20160628",103120,"Moderate Risk","Moderate risk food holding temperature "
192,"20170626",103103,"High Risk","High risk food holding temperature "
192,"20170626",103109,"High Risk","Unclean or unsanitary food contact surfaces"
194,"20170919",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
194,"20170919",103138,"Low Risk","Improper storage use or identification of toxic substances"
194,"20170919",103131,"Moderate Risk","Moderate risk vermin infestation"
194,"20170919",103120,"Moderate Risk","Moderate risk food holding temperature "
194,"20170919",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
194,"20170919",103145,"Low Risk","Improper storage of equipment utensils or linens"
194,"20150420",103102,"High Risk","Unclean hands or improper use of gloves"
194,"20150420",103108,"High Risk","Contaminated or adulterated food"
194,"20150420",103120,"Moderate Risk","Moderate risk food holding temperature "
194,"20150420",103157,"Low Risk","Food safety certificate or food handler card not available"
198,"20170130",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
198,"20170130",103132,"Moderate Risk","Improper thawing methods "
198,"20150206",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
198,"20150206",103157,"Low Risk","Food safety certificate or food handler card not available"
198,"20151029",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
198,"20151029",103120,"Moderate Risk","Moderate risk food holding temperature "
200,"20170104",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
200,"20170104",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
200,"20170104",103147,"Low Risk","Inadequate ventilation or lighting"
200,"20170104",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
200,"20150129",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
200,"20150129",103131,"Moderate Risk","Moderate risk vermin infestation"
200,"20150129",103109,"High Risk","Unclean or unsanitary food contact surfaces"
200,"20151001",103120,"Moderate Risk","Moderate risk food holding temperature "
200,"20151001",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
208,"20150212",103131,"Moderate Risk","Moderate risk vermin infestation"
208,"20150212",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
208,"20151007",103120,"Moderate Risk","Moderate risk food holding temperature "
208,"20151007",103161,"Low Risk","Low risk vermin infestation"
208,"20151007",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
208,"20170731",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
208,"20170731",103120,"Moderate Risk","Moderate risk food holding temperature "
208,"20170731",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
216,"20170629",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
216,"20170629",103120,"Moderate Risk","Moderate risk food holding temperature "
217,"20170925",103103,"High Risk","High risk food holding temperature "
217,"20160329",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
217,"20160329",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
217,"20160329",103142,"Low Risk","Unclean nonfood contact surfaces"
217,"20160912",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
217,"20160912",103145,"Low Risk","Improper storage of equipment utensils or linens"
217,"20160912",103120,"Moderate Risk","Moderate risk food holding temperature "
217,"20160912",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
217,"20170330",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
217,"20170330",103142,"Low Risk","Unclean nonfood contact surfaces"
217,"20170330",103131,"Moderate Risk","Moderate risk vermin infestation"
217,"20150818",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
217,"20150818",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
217,"20150818",103145,"Low Risk","Improper storage of equipment utensils or linens"
226,"20160523",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
226,"20160523",103150,"Low Risk","Improper or defective plumbing"
226,"20160523",103109,"High Risk","Unclean or unsanitary food contact surfaces"
226,"20160523",103105,"High Risk","Improper cooling methods"
231,"20160301",103133,"Moderate Risk","Foods not protected from contamination"
231,"20160301",103139,"Low Risk","Improper food storage"
231,"20160301",103143,"Low Risk","Inadequate warewashing facilities or equipment"
231,"20160301",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
231,"20160301",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
231,"20170601",103131,"Moderate Risk","Moderate risk vermin infestation"
231,"20170601",103139,"Low Risk","Improper food storage"
231,"20170601",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
236,"20151214",103131,"Moderate Risk","Moderate risk vermin infestation"
236,"20151214",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
236,"20161017",103156,"Low Risk","Permit license or inspection report not posted"
236,"20161017",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
236,"20141118",103157,"Low Risk","Food safety certificate or food handler card not available"
236,"20141118",103156,"Low Risk","Permit license or inspection report not posted"
236,"20141118",103150,"Low Risk","Improper or defective plumbing"
236,"20141118",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
236,"20141118",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
239,"20160525",103120,"Moderate Risk","Moderate risk food holding temperature "
239,"20160525",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
239,"20160525",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
239,"20160525",103132,"Moderate Risk","Improper thawing methods "
240,"20161004",103133,"Moderate Risk","Foods not protected from contamination"
240,"20161004",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20161004",103150,"Low Risk","Improper or defective plumbing"
240,"20161004",103155,"Low Risk","Unapproved  living quarters in food facility"
240,"20161004",103147,"Low Risk","Inadequate ventilation or lighting"
240,"20161004",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20161004",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
240,"20150813",103142,"Low Risk","Unclean nonfood contact surfaces"
240,"20150813",103102,"High Risk","Unclean hands or improper use of gloves"
240,"20150813",103114,"High Risk","High risk vermin infestation"
240,"20150813",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
240,"20150813",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
240,"20150813",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
240,"20150813",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
240,"20150813",103120,"Moderate Risk","Moderate risk food holding temperature "
247,"20160503",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
247,"20160503",103139,"Low Risk","Improper food storage"
247,"20160503",103109,"High Risk","Unclean or unsanitary food contact surfaces"
247,"20160503",103120,"Moderate Risk","Moderate risk food holding temperature "
247,"20161114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
247,"20161114",103120,"Moderate Risk","Moderate risk food holding temperature "
247,"20161114",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
247,"20161114",103157,"Low Risk","Food safety certificate or food handler card not available"
247,"20161114",103131,"Moderate Risk","Moderate risk vermin infestation"
251,"20160616",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
253,"20160622",103133,"Moderate Risk","Foods not protected from contamination"
253,"20160622",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
253,"20161208",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
253,"20161208",103150,"Low Risk","Improper or defective plumbing"
253,"20150217",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
256,"20161019",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
256,"20161019",103148,"Low Risk","No thermometers or uncalibrated thermometers "
258,"20160407",103129,"Moderate Risk","Insufficient hot water or running water"
258,"20160407",103139,"Low Risk","Improper food storage"
258,"20160407",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
258,"20160407",103156,"Low Risk","Permit license or inspection report not posted"
258,"20160407",103162,"Low Risk","Other low risk violation"
258,"20160922",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
258,"20160922",103156,"Low Risk","Permit license or inspection report not posted"
258,"20160922",103117,"Moderate Risk","Discharge from employee nose mouth or eye"
258,"20160922",103120,"Moderate Risk","Moderate risk food holding temperature "
258,"20160922",103139,"Low Risk","Improper food storage"
258,"20160922",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
258,"20160922",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
258,"20160922",103129,"Moderate Risk","Insufficient hot water or running water"
258,"20170503",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
258,"20170503",103114,"High Risk","High risk vermin infestation"
258,"20170503",103139,"Low Risk","Improper food storage"
258,"20170503",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
258,"20150528",103139,"Low Risk","Improper food storage"
267,"20160721",103145,"Low Risk","Improper storage of equipment utensils or linens"
267,"20160721",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
267,"20160721",103132,"Moderate Risk","Improper thawing methods "
267,"20160721",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
267,"20160721",103157,"Low Risk","Food safety certificate or food handler card not available"
267,"20160721",103156,"Low Risk","Permit license or inspection report not posted"
267,"20150730",103145,"Low Risk","Improper storage of equipment utensils or linens"
